date,open,high,low,close,volume
2025-06-06 09:15:00+05:30,55699.45,55768.1,55632.4,55762.7,0
2025-06-06 09:20:00+05:30,55762.9,55794.25,55724.5,55779,0
2025-06-06 09:25:00+05:30,55778.1,55790.8,55720.55,55733.75,0
2025-06-06 09:30:00+05:30,55732.95,55743.9,55690.95,55697.75,0
2025-06-06 09:35:00+05:30,55696.8,55701.15,55666.2,55670.55,0
2025-06-06 09:40:00+05:30,55670.55,55683.9,55622.7,55630.15,0
2025-06-06 09:45:00+05:30,55630.3,55677.45,55617.1,55674.35,0
2025-06-06 09:50:00+05:30,55673.5,55692.05,55638.85,55665,0
2025-06-06 09:55:00+05:30,55663.6,55695.95,55654.55,55692.15,0
2025-06-06 10:00:00+05:30,55693.45,55698.15,55559.55,55618.3,0
2025-06-06 10:05:00+05:30,55616.1,56002.25,55599.95,55857.7,0
2025-06-06 10:10:00+05:30,55855.9,55879,55640.35,55690.55,0
2025-06-06 10:15:00+05:30,55691.4,55696.45,55549.3,55594.35,0
2025-06-06 10:20:00+05:30,55594.6,55818.8,55534.75,55811.6,0
2025-06-06 10:25:00+05:30,55807.75,56069.05,55805.75,56069.05,0
2025-06-06 10:30:00+05:30,56059.75,56205,56050.05,56183.45,0
2025-06-06 10:35:00+05:30,56185.45,56341.1,56157.65,56328.4,0
2025-06-06 10:40:00+05:30,56321.4,56457.55,56319.9,56407.95,0
2025-06-06 10:45:00+05:30,56412.6,56515.8,56411.1,56479.45,0
2025-06-06 10:50:00+05:30,56480,56490.8,56346.7,56401.15,0
2025-06-06 10:55:00+05:30,56396.65,56438.45,56360.7,56429.95,0
2025-06-06 11:00:00+05:30,56430.8,56497.75,56423.55,56476.25,0
2025-06-06 11:05:00+05:30,56474.4,56568.9,56467.75,56568.9,0
2025-06-06 11:10:00+05:30,56566.6,56579.3,56498.15,56567.85,0
2025-06-06 11:15:00+05:30,56569.35,56597.45,56517.45,56543.95,0
2025-06-06 11:20:00+05:30,56543.1,56572.15,56478.6,56506.55,0
2025-06-06 11:25:00+05:30,56509.95,56543.3,56484.3,56488.55,0
2025-06-06 11:30:00+05:30,56489.5,56564,56485.6,56563.5,0
2025-06-06 11:35:00+05:30,56563.65,56593,56552.9,56575.55,0
2025-06-06 11:40:00+05:30,56574.55,56613.95,56570.9,56613.95,0
2025-06-06 11:45:00+05:30,56611.8,56624.4,56567.9,56586.85,0
2025-06-06 11:50:00+05:30,56588.15,56599.55,56567.3,56594,0
2025-06-06 11:55:00+05:30,56594.7,56628.6,56593.4,56623.85,0
2025-06-06 12:00:00+05:30,56627.3,56627.3,56573.65,56601.45,0
2025-06-06 12:05:00+05:30,56604.85,56649.8,56598.9,56631,0
2025-06-06 12:10:00+05:30,56631.1,56650.2,56589.4,56591.9,0
2025-06-06 12:15:00+05:30,56590.5,56609.4,56517.55,56528.75,0
2025-06-06 12:20:00+05:30,56528.6,56529.8,56454.85,56508.5,0
2025-06-06 12:25:00+05:30,56506.75,56562.7,56498.25,56549,0
2025-06-06 12:30:00+05:30,56547.35,56580.8,56540.25,56568,0
2025-06-06 12:35:00+05:30,56570.6,56589.15,56535.1,56541.8,0
2025-06-06 12:40:00+05:30,56543.4,56611.05,56501.7,56584.6,0
2025-06-06 12:45:00+05:30,56586.7,56627.3,56586.1,56588.45,0
2025-06-06 12:50:00+05:30,56591.1,56619.05,56574.35,56599,0
2025-06-06 12:55:00+05:30,56598.75,56625.9,56588.65,56599.5,0
2025-06-06 13:00:00+05:30,56601.6,56610.6,56576.95,56588.1,0
2025-06-06 13:05:00+05:30,56588.05,56603.2,56554.45,56555.9,0
